,precipitation,temp_max,temp_min,wind,weather
658,0.0,10.6,7.8,2.4,sun
659,0.0,11.7,8.3,2.5,sun
660,0.0,14.4,7.2,1.9,sun
661,0.0,12.8,6.1,0.4,sun
662,0.0,10.0,6.1,0.6,sun
663,0.0,12.2,7.8,1.8,sun
664,0.0,11.7,8.3,2.7,sun
665,1.8,13.9,8.3,4.4,fog
666,0.0,14.4,7.2,5.1,sun
667,0.0,13.3,3.3,2.2,sun
668,0.5,15.0,5.6,3.9,sun
669,0.3,14.4,10.6,2.2,fog
670,1.3,17.8,11.7,1.4,sun
671,12.7,14.4,8.3,7.9,fog
672,0.5,12.2,4.4,2.4,sun
673,0.0,10.6,3.9,1.6,drizzle
674,2.5,13.3,7.2,3.1,fog
675,3.8,12.8,7.8,1.7,sun
676,30.0,11.1,10.0,7.2,fog
677,0.0,13.3,7.2,4.1,sun
678,1.8,11.1,5.0,1.4,sun
679,0.0,11.1,8.3,4.4,sun
680,0.0,16.1,6.1,2.6,fog
681,4.1,15.6,8.9,2.2,fog
682,0.0,13.9,10.6,3.8,sun
683,1.3,11.1,6.1,1.1,fog
684,3.0,10.6,7.2,6.0,sun
685,0.0,10.0,5.0,4.6,sun
686,5.3,11.7,7.2,5.4,fog
687,26.2,12.8,9.4,3.9,fog
688,1.0,13.3,4.4,5.1,fog
689,0.0,7.8,1.7,4.3,sun
690,0.0,7.8,-0.5,3.6,sun
691,0.0,9.4,0.0,4.6,sun
692,0.0,11.1,1.1,2.6,sun
693,0.0,11.7,0.6,0.9,fog
694,0.0,12.2,2.2,0.5,sun
695,0.0,12.2,2.8,1.0,sun
696,0.0,14.4,5.6,1.3,sun
697,0.0,11.7,3.3,0.7,sun
698,0.5,9.4,5.0,2.1,fog
699,2.3,11.1,7.2,3.9,fog
700,3.0,13.3,7.8,8.8,fog
701,4.6,7.8,1.7,3.5,sun
702,0.0,5.0,-0.5,5.6,sun
703,0.0,4.4,-2.1,1.6,sun
704,0.0,1.1,-4.9,2.6,sun
705,0.0,1.1,-4.3,4.7,sun
706,0.0,0.0,-7.1,3.1,sun
707,0.0,2.2,-6.6,2.2,sun
708,0.0,1.1,-4.9,1.3,sun
709,0.0,5.6,0.6,1.5,sun
710,0.0,5.0,-1.6,0.8,sun
711,6.9,5.6,-0.5,2.3,sun
712,0.5,9.4,5.6,2.9,fog
713,0.0,9.4,6.1,3.7,sun
714,1.3,11.7,8.3,3.9,fog
715,0.3,10.0,4.4,1.0,sun
716,0.0,8.3,4.4,2.7,sun
717,1.3,7.8,2.2,2.8,fog
718,0.0,5.0,0.0,2.1,sun
719,5.6,8.3,0.6,3.7,fog
720,5.6,8.9,5.6,2.3,fog
721,10.7,10.6,8.3,4.0,fog
722,1.5,11.7,6.1,5.9,fog
723,0.0,8.3,2.8,1.7,sun
724,0.0,6.7,1.7,0.8,sun
725,0.0,6.7,0.6,0.5,sun
726,0.3,8.9,0.0,2.1,fog
727,0.0,9.4,3.3,1.3,sun
728,0.0,7.2,1.7,1.1,sun
729,0.3,8.9,4.4,2.6,sun
730,0.5,8.3,5.0,1.7,sun
731,0.0,7.2,3.3,1.2,sun
732,4.1,10.6,6.1,3.2,sun
733,1.5,8.9,2.8,2.6,fog
734,0.0,7.8,0.6,2.7,fog
735,0.0,8.3,-0.5,3.7,sun
736,0.3,7.8,-0.5,2.6,fog
737,12.2,8.3,5.0,1.6,sun
738,9.7,10.0,7.2,4.6,fog
739,5.8,9.4,5.6,6.3,fog
740,4.3,12.8,8.3,7.0,sun
741,21.3,14.4,7.2,8.8,fog
742,1.5,11.1,5.6,8.1,fog
743,0.0,10.6,10.0,7.1,sun
744,0.0,11.1,7.2,1.3,sun
745,0.0,11.1,5.6,2.5,sun
746,0.0,6.7,4.4,2.7,sun
747,0.0,5.6,2.8,2.3,sun
748,0.0,9.4,0.6,2.2,sun
749,0.0,6.1,3.3,2.5,sun
750,0.0,10.0,2.8,2.2,sun
751,0.0,10.0,1.7,1.5,sun
752,0.5,9.4,5.6,2.6,sun
753,0.0,10.0,2.8,5.2,fog
754,0.0,12.8,1.1,1.9,sun
755,0.0,12.2,1.1,0.8,sun
756,0.0,8.3,0.6,1.3,sun
757,0.0,9.4,1.7,1.3,sun
758,8.9,11.1,6.1,1.6,fog
759,21.6,11.1,7.2,3.4,fog
760,0.0,8.3,6.1,6.4,sun
761,2.3,7.8,5.6,2.6,fog
762,2.0,7.8,2.8,0.8,sun
763,0.0,8.9,1.1,2.5,sun
764,0.0,5.0,0.0,4.3,sun
765,0.0,2.8,-2.1,4.7,sun
766,0.0,-0.5,-5.5,6.6,sun
767,0.0,-1.6,-6.0,4.5,sun
768,0.0,3.3,-4.9,4.2,sun
769,5.1,5.6,-0.5,4.6,fog
770,0.5,3.9,0.0,2.4,fog
771,18.3,10.0,2.2,4.7,fog
772,17.0,12.2,5.6,3.8,fog
773,4.6,12.2,7.2,6.4,fog
774,1.8,12.8,7.8,6.3,fog
775,9.4,11.7,6.1,6.4,fog
776,11.7,11.1,5.0,5.1,fog
777,26.4,9.4,3.9,7.9,fog
778,14.5,8.3,4.4,5.5,fog
779,15.2,8.9,5.0,6.2,fog
780,1.0,8.3,3.9,6.0,sun
781,3.0,10.0,5.6,6.9,fog
782,2.8,6.7,3.9,2.9,fog
783,2.5,5.6,2.8,3.1,fog
784,6.1,7.2,3.9,2.6,fog
785,13.0,6.7,3.3,3.2,fog
786,0.3,12.2,3.9,4.5,fog
787,0.0,13.9,5.6,2.5,sun
788,0.0,12.8,4.4,2.3,sun
789,0.0,14.4,4.4,5.9,sun
790,0.5,7.2,4.4,4.7,sun
791,19.1,11.1,2.8,5.7,fog
792,10.7,14.4,8.9,5.1,fog
793,16.5,13.9,7.8,3.9,fog
794,46.7,15.6,10.6,3.9,fog
795,3.0,13.3,10.0,6.2,fog
796,0.0,15.6,8.9,4.2,sun
797,32.3,12.8,6.7,2.7,fog
798,4.3,15.0,9.4,4.3,fog
799,18.8,12.2,6.1,2.2,fog
800,0.0,14.4,4.4,2.3,fog
801,0.0,16.1,3.3,1.9,fog
802,0.5,13.9,5.0,2.5,fog
803,6.9,14.4,8.3,6.1,fog
804,8.1,16.7,4.4,3.0,fog
805,27.7,10.6,4.4,3.8,fog
806,0.3,10.0,2.8,3.2,fog
807,0.0,10.0,3.3,1.6,sun
808,0.5,11.1,3.3,5.1,sun
809,0.0,11.1,1.7,3.0,sun
810,0.0,10.6,2.8,3.8,sun
811,0.0,11.1,1.1,1.8,sun
812,0.0,12.8,4.4,3.3,sun
813,0.0,18.9,2.8,2.2,sun
814,4.1,13.9,6.7,4.4,fog
815,3.6,11.1,5.6,2.4,fog
816,0.3,12.2,6.7,2.8,fog
817,22.1,11.7,7.2,3.9,fog
818,14.0,11.7,7.2,5.1,fog
819,0.0,11.1,5.0,5.1,sun
820,0.0,15.6,2.2,3.8,sun
821,0.0,14.4,6.7,2.8,sun
822,0.0,14.4,5.6,4.2,sun
823,2.5,13.3,6.1,3.9,sun
824,0.0,12.8,6.1,4.7,sun
825,4.6,11.7,7.8,4.3,fog
826,0.0,13.9,8.3,2.6,sun
827,0.0,21.1,9.4,2.5,sun
828,4.6,15.6,8.3,4.2,fog
829,0.0,14.4,6.7,2.9,sun
830,0.0,15.0,6.7,3.6,sun
831,0.0,17.2,5.0,2.8,sun
832,0.0,16.1,7.8,4.4,sun
833,0.0,20.6,5.6,3.1,sun
834,0.0,20.0,5.6,2.6,sun
835,0.5,14.4,7.8,4.0,sun
836,10.9,11.1,8.9,4.6,fog
837,18.5,11.7,7.2,4.7,fog
838,0.0,14.4,5.6,3.8,sun
839,13.7,11.7,5.6,4.7,fog
840,0.0,15.6,5.6,2.7,sun
841,5.1,17.2,7.8,2.5,fog
842,14.2,12.2,5.0,4.2,fog
843,8.9,11.7,6.1,5.0,fog
844,12.4,13.9,6.1,5.3,fog
845,0.0,14.4,5.6,2.3,sun
846,3.3,15.0,5.6,3.9,sun
847,6.9,11.1,6.1,5.8,fog
848,0.0,16.1,4.4,2.6,sun
849,0.0,25.0,9.4,2.3,sun
850,0.0,27.8,9.4,3.9,sun
851,0.0,29.4,11.1,3.0,sun
852,0.0,18.3,10.6,4.7,sun
853,33.3,15.0,8.9,3.4,fog
854,16.0,14.4,8.9,4.2,fog
855,5.1,15.6,9.4,3.8,fog
856,0.0,16.7,8.3,2.6,sun
857,0.0,18.3,7.2,1.7,sun
858,13.7,13.9,9.4,3.4,fog
859,2.0,13.3,7.2,5.6,sun
860,0.5,15.6,7.2,2.1,fog
861,0.0,18.9,8.3,1.7,sun
862,0.0,24.4,9.4,2.7,sun
863,0.0,26.7,12.8,3.8,sun
864,0.0,27.8,13.3,3.3,sun
865,0.0,26.7,12.8,3.0,sun
866,0.0,20.0,11.7,4.1,sun
867,0.0,20.0,11.7,3.2,sun
868,0.0,20.0,10.6,3.2,sun
869,0.0,21.1,10.0,2.2,sun
870,0.0,22.2,10.0,2.7,sun
871,0.0,20.0,10.6,1.7,sun
872,0.0,24.4,11.7,2.5,sun
873,3.8,20.0,12.8,4.0,fog
874,0.0,18.3,11.1,2.4,sun
875,5.6,15.0,10.6,1.4,fog
876,0.0,18.3,11.1,4.5,sun
877,0.0,20.0,10.0,2.5,sun
878,0.0,18.9,10.0,3.4,sun
879,0.0,18.9,11.1,4.3,sun
880,0.0,20.6,8.9,4.5,sun
881,0.0,23.3,10.0,2.2,sun
882,0.0,22.2,10.6,2.3,sun
883,0.0,23.3,11.1,2.4,sun
884,0.0,18.3,11.1,3.2,sun
885,0.0,19.4,10.0,2.6,sun
886,0.0,22.2,10.0,2.4,sun
887,0.0,25.0,10.6,3.2,sun
888,0.0,24.4,13.3,3.1,sun
889,0.0,23.3,12.2,2.1,sun
890,0.0,21.1,13.3,3.6,sun
891,0.0,20.0,12.2,2.9,sun
892,0.0,23.9,11.1,2.7,sun
893,1.8,21.7,12.2,4.0,sun
894,6.4,15.6,11.1,5.0,fog
895,0.0,17.8,11.7,3.2,sun
896,0.5,18.3,10.0,3.6,fog
897,3.6,17.8,8.9,2.4,fog
898,1.3,17.8,10.0,3.0,fog
899,0.0,18.9,11.1,2.7,sun
900,0.8,25.6,11.7,3.7,sun
901,0.3,20.0,10.0,3.4,sun
902,0.0,22.2,10.6,3.6,sun
903,0.0,25.0,11.1,2.7,sun
904,0.0,25.0,13.3,2.5,sun
905,0.0,24.4,14.4,2.5,sun
906,0.0,26.1,13.9,2.4,sun
907,0.0,21.1,14.4,4.1,sun
908,1.8,21.1,13.9,4.5,fog
909,2.3,20.0,13.3,4.3,fog
910,0.0,20.6,12.8,3.2,sun
911,0.0,25.6,12.8,4.4,sun
912,0.0,34.4,15.6,3.5,sun
913,0.0,27.2,14.4,3.6,sun
914,0.0,21.7,13.9,3.1,sun
915,0.0,23.9,13.9,3.6,sun
916,0.0,24.4,13.3,2.2,fog
917,0.0,28.9,15.0,3.0,sun
918,0.0,27.2,17.8,4.1,fog
919,0.0,30.0,15.6,3.5,sun
920,0.0,26.7,13.9,2.3,sun
921,0.0,28.9,12.8,2.2,fog
922,0.0,31.1,15.0,2.2,sun
923,0.0,32.2,16.7,2.2,sun
924,0.0,29.4,15.0,2.6,rain
925,0.0,27.8,15.0,2.8,sun
926,0.0,31.1,13.9,2.3,sun
927,0.0,31.1,14.4,2.4,sun
928,0.0,26.7,13.9,3.7,sun
929,0.0,23.9,11.7,2.8,sun
930,0.0,25.6,15.0,5.4,fog
931,0.0,19.4,14.4,2.8,sun
932,0.0,23.9,13.3,2.2,sun
933,0.3,21.1,13.3,1.1,fog
934,19.3,18.9,13.3,3.3,sun
935,0.0,20.6,12.8,4.7,sun
936,0.0,22.8,12.2,2.7,sun
937,0.0,26.1,13.3,3.6,sun
938,0.0,28.3,15.0,4.1,sun
939,0.0,30.6,15.0,3.7,sun
940,0.0,30.0,15.6,2.8,sun
941,0.0,29.4,14.4,3.4,sun
942,0.0,30.6,17.8,4.1,sun
943,0.0,28.9,15.0,3.3,sun
944,0.5,29.4,15.6,1.7,sun
945,0.0,31.7,14.4,2.6,sun
946,0.0,32.8,16.1,2.6,sun
947,0.0,25.0,13.9,2.7,sun
948,0.0,26.1,15.0,2.2,fog
949,0.0,25.6,13.3,2.4,fog
950,0.0,25.6,13.3,2.9,sun
951,0.0,27.2,15.6,4.1,sun
952,0.0,30.6,13.9,3.4,sun
953,0.5,35.6,17.8,2.6,rain
954,12.7,27.2,17.2,3.1,fog
955,21.6,23.3,15.0,2.7,fog
956,0.0,21.1,17.2,0.6,sun
957,1.0,24.4,16.7,1.5,fog
958,0.0,25.6,15.6,2.2,sun
959,0.0,27.8,15.0,2.8,sun
960,0.0,29.4,15.6,3.3,sun
961,0.0,27.2,15.6,2.4,sun
962,0.0,21.7,13.9,3.6,sun
963,0.0,21.1,11.1,1.7,sun
964,0.0,23.9,13.3,2.9,sun
965,0.0,27.8,13.9,2.0,sun
966,0.0,25.0,13.3,2.3,sun
967,0.0,28.9,14.4,2.0,sun
968,0.0,31.1,15.6,1.8,sun
969,0.0,28.9,16.1,1.6,sun
970,0.0,23.3,14.4,2.3,sun
971,0.0,22.8,15.0,3.4,sun
972,8.4,17.8,15.0,2.2,fog
973,1.3,21.1,13.9,1.9,fog
974,0.0,23.3,12.8,2.5,sun
975,3.0,20.0,13.9,4.3,fog
976,0.0,20.6,12.8,2.7,sun
977,0.0,23.9,11.1,3.1,fog
978,0.0,27.8,13.9,6.5,fog
979,0.0,32.2,15.0,2.9,sun
980,0.0,28.3,13.3,2.1,sun
981,0.0,21.1,13.3,2.8,sun
982,0.0,21.7,13.3,2.3,sun
983,0.0,22.2,12.2,3.9,sun
984,0.0,24.4,12.8,5.3,sun
985,0.0,24.4,12.8,5.9,sun
986,0.0,28.3,10.0,4.2,sun
987,0.0,30.0,11.7,1.8,sun
988,0.0,30.6,12.2,1.2,sun
989,0.0,22.2,13.9,2.8,sun
990,0.5,22.8,14.4,2.3,sun
991,0.3,19.4,15.0,3.1,fog
992,0.0,23.9,16.1,2.8,sun
993,0.0,24.4,14.4,4.4,fog
994,0.0,26.1,12.8,3.0,sun
995,0.3,22.2,15.0,2.1,fog
996,18.3,18.9,14.4,2.5,fog
997,20.3,18.9,14.4,2.7,fog
998,4.3,21.7,14.4,2.5,fog
999,8.9,20.0,13.9,3.3,fog
1000,0.0,20.6,11.7,3.2,fog
1001,0.0,18.9,12.2,2.0,fog
1002,0.8,16.7,11.1,3.5,fog
1003,0.0,19.4,12.2,2.6,sun
1004,0.0,18.3,11.1,2.1,sun
1005,0.0,19.4,10.0,2.0,sun
1006,0.0,22.2,8.9,1.0,sun
1007,0.0,21.7,12.2,1.2,sun
1008,0.0,23.9,11.7,1.4,fog
1009,0.0,25.6,13.3,2.5,fog
1010,0.0,18.9,13.9,1.0,fog
1011,0.0,20.6,12.8,1.8,fog
1012,0.0,17.2,11.1,1.0,fog
1013,0.3,18.3,10.0,3.8,fog
1014,7.4,18.3,11.7,3.5,rain
1015,0.0,17.8,11.7,2.1,sun
1016,7.6,21.1,10.0,3.1,fog
1017,7.1,16.7,11.7,2.2,fog
1018,8.6,16.1,11.7,4.7,fog
1019,0.0,20.6,11.1,3.3,sun
1020,3.3,16.7,11.7,3.0,fog
1021,15.0,19.4,13.9,1.9,fog
1022,0.0,22.2,12.8,3.2,sun
1023,11.7,16.1,12.2,3.1,fog
1024,1.0,16.1,11.7,4.7,sun
1025,32.0,15.6,11.7,5.0,fog
1026,9.4,14.4,8.3,4.6,sun
1027,4.1,14.4,8.9,3.2,sun
1028,6.1,16.7,8.3,5.4,fog
1029,1.5,12.8,7.8,5.0,fog
1030,0.8,15.6,6.7,2.4,sun
1031,12.7,15.0,9.4,3.9,fog
1032,0.5,16.7,11.7,3.1,fog
1033,25.4,15.6,11.1,3.2,fog
1034,17.0,12.8,8.3,2.0,fog
1035,0.0,11.1,7.2,1.2,fog
1036,1.8,13.3,7.2,2.9,fog
1037,10.9,13.9,11.1,4.8,fog
1038,4.1,14.4,10.6,3.3,fog
1039,4.8,15.0,10.6,2.1,fog
1040,4.1,16.7,10.6,6.7,fog
1041,0.0,14.4,7.2,2.3,sun
1042,0.0,12.8,3.9,0.8,fog
1043,5.1,13.3,7.8,3.0,fog
1044,0.0,11.1,5.6,3.9,sun
1045,0.0,7.8,1.1,7.7,sun
1046,0.0,6.7,0.0,7.6,sun
1047,0.0,7.2,0.6,4.7,sun
1048,0.0,7.2,-2.1,4.5,sun
1049,0.0,8.3,-1.6,4.2,sun
1050,0.0,9.4,-2.1,4.2,sun
1051,0.0,10.6,-2.1,1.9,sun
1052,0.0,7.2,-0.5,0.9,sun
1053,0.0,11.1,2.2,1.9,sun
1054,3.6,11.1,5.6,2.1,fog
1055,15.2,11.1,8.3,4.7,fog
1056,0.5,9.4,6.7,4.7,sun
1057,11.9,12.8,5.6,5.1,fog
1058,1.3,11.7,4.4,3.8,fog
1059,18.3,13.9,9.4,4.5,fog
1060,0.3,15.0,12.2,3.9,sun
1061,3.3,14.4,11.7,6.6,fog
1062,34.3,12.8,3.3,5.8,fog
1063,3.6,4.4,-4.3,5.3,fog
1064,0.0,2.8,-4.9,4.4,sun
1065,0.0,4.4,-3.2,2.2,sun
1066,0.0,5.6,-3.2,5.7,fog
1067,0.0,10.0,0.0,3.6,sun
1068,0.8,8.3,3.9,1.1,fog
1069,3.0,12.8,6.7,3.1,fog
1070,7.4,11.7,7.8,3.6,fog
1071,0.0,14.4,6.1,2.8,sun
1072,9.1,14.4,8.9,4.2,fog
1073,9.9,16.1,10.6,5.1,fog
1074,13.0,18.9,10.0,6.7,fog
1075,6.9,14.4,8.3,6.4,fog
1076,0.0,11.1,7.2,3.7,sun
1077,0.0,10.0,3.9,1.1,fog
1078,0.0,12.8,1.7,3.5,fog
1079,0.0,12.2,6.7,5.9,sun
1080,0.0,10.0,8.3,4.0,sun
1081,2.8,8.9,6.1,1.6,fog
1082,13.0,9.4,6.7,3.1,fog
1083,3.0,11.1,7.2,4.3,sun
1084,19.6,12.8,6.7,5.5,fog
1085,0.0,12.8,10.0,5.2,sun
1086,0.0,10.6,6.1,1.5,sun
1087,20.6,12.2,5.0,3.8,fog
1088,5.3,7.2,3.9,1.8,fog
1089,0.0,7.8,2.8,2.2,fog
1090,0.0,5.6,1.7,1.2,fog
1091,3.3,9.4,4.4,4.9,fog
1092,4.1,6.7,2.8,1.8,fog
1093,0.0,6.1,0.6,4.3,fog
1094,0.0,3.3,-2.1,3.6,sun
1095,0.0,3.3,-2.7,3.0,sun
1096,0.0,5.6,-3.2,1.2,sun
1097,1.5,5.6,0.0,2.3,fog
1098,0.0,5.0,1.7,1.7,fog
1099,10.2,10.6,3.3,4.5,fog
1100,8.1,12.2,9.4,6.4,fog
1101,0.0,12.2,6.1,1.3,fog
1102,0.0,7.8,5.6,1.6,fog
1103,0.0,7.8,1.7,2.6,fog
1104,0.3,10.0,3.3,0.6,fog
1105,5.8,7.8,6.1,0.5,fog
1106,1.5,9.4,7.2,1.1,fog
1107,0.0,11.1,4.4,1.6,fog
1108,0.0,9.4,2.8,2.7,fog
1109,0.0,6.1,0.6,2.8,fog
1110,9.7,7.8,1.1,3.2,fog
1111,0.0,11.7,5.6,4.5,fog
1112,26.2,13.3,3.3,2.8,fog
1113,21.3,13.9,7.2,6.6,rain
1114,0.5,10.0,6.1,2.8,sun
1115,0.0,10.0,3.3,3.0,fog
1116,0.0,7.2,-0.5,1.3,fog
1117,0.8,9.4,6.1,1.3,fog
1118,5.8,12.2,8.3,2.6,fog
1119,0.5,14.4,11.1,3.3,fog
1120,0.0,17.2,7.2,1.4,fog
1121,0.0,16.1,6.1,2.2,fog
1122,0.8,11.1,8.3,2.0,fog
1123,0.0,12.2,5.0,1.8,fog
1124,0.0,12.2,3.3,2.9,sun
1125,0.0,8.3,1.1,0.8,fog
1126,0.0,7.2,3.3,1.9,fog
1127,1.5,9.4,4.4,2.6,fog
1128,7.4,11.1,5.0,4.0,fog
1129,1.3,10.0,5.6,1.9,fog
1130,8.4,10.6,4.4,1.7,fog
1131,26.2,13.3,8.3,4.6,fog
1132,17.3,14.4,10.0,4.5,fog
1133,23.6,12.2,9.4,4.6,fog
1134,3.6,15.0,8.3,3.9,fog
1135,6.1,13.3,8.3,2.5,fog
1136,0.3,12.8,8.3,4.0,fog
1137,0.0,12.8,5.6,1.0,fog
1138,1.0,16.7,9.4,2.1,sun
1139,0.0,15.6,6.7,1.7,fog
1140,0.3,14.4,6.7,2.9,fog
1141,0.0,12.2,3.9,4.8,sun
1142,0.0,15.0,5.6,6.6,fog
1143,0.0,16.1,4.4,4.0,sun
1144,0.0,12.2,4.4,2.6,sun
1145,4.6,10.6,8.3,2.2,fog
1146,0.8,11.1,7.2,0.9,fog
1147,0.0,12.2,5.6,4.5,sun
1148,0.0,11.7,3.3,4.2,sun
1149,0.0,12.8,0.6,1.4,sun
1150,0.0,11.1,2.2,1.5,sun
1151,4.1,10.0,6.7,1.0,fog
1152,9.4,11.7,7.8,1.4,fog
1153,18.3,10.0,6.7,4.0,fog
1154,0.0,12.2,3.3,5.1,sun
1155,0.0,11.1,1.1,2.2,sun
1156,0.0,11.1,4.4,4.8,sun
1157,0.0,10.6,0.0,2.1,sun
1158,0.0,12.8,-0.5,1.8,sun
1159,0.0,13.3,2.8,1.3,sun
1160,0.0,15.0,3.3,1.4,sun
1161,0.0,16.7,3.9,2.7,fog
1162,0.0,17.2,3.9,1.7,fog
1163,0.0,14.4,4.4,1.8,fog
1164,0.8,13.3,5.0,2.6,fog
1165,2.5,14.4,8.9,3.1,fog
1166,0.0,17.8,9.4,3.2,sun
1167,2.0,17.2,7.8,2.2,sun
1168,17.0,13.9,9.4,3.8,fog
1169,55.9,10.6,6.1,4.2,fog
1170,1.0,13.9,6.1,3.0,fog
1171,0.8,13.3,4.4,2.6,sun
1172,0.0,15.6,7.2,2.5,sun
1173,0.0,15.6,8.3,1.9,sun
1174,4.1,13.9,8.9,1.9,sun
1175,3.8,13.3,8.3,4.7,fog
1176,1.0,11.7,6.1,2.3,sun
1177,8.1,11.1,5.6,2.8,fog
1178,7.6,12.8,6.1,3.9,fog
1179,5.1,14.4,7.2,4.4,fog
1180,0.0,20.6,10.0,2.2,sun
1181,1.0,18.3,8.9,4.0,fog
1182,0.0,15.6,9.4,5.7,sun
1183,0.0,15.6,8.9,3.0,sun
1184,1.8,17.8,10.6,2.9,fog
1185,1.0,12.8,6.1,4.2,fog
1186,5.1,12.8,5.6,3.2,rain
1187,0.0,13.3,5.6,2.4,sun
1188,1.5,11.1,5.0,3.6,fog
1189,0.0,12.8,3.9,1.7,sun
1190,0.0,16.7,2.8,2.4,sun
1191,1.0,13.9,6.7,3.5,sun
1192,0.5,14.4,6.7,3.9,sun
1193,0.0,17.2,6.1,1.7,sun
1194,0.0,17.2,6.1,2.3,sun
1195,10.9,13.9,7.8,4.6,fog
1196,0.0,11.7,5.6,6.5,sun
1197,0.0,13.3,5.6,3.6,sun
1198,14.0,11.7,3.9,3.6,fog
1199,3.3,11.7,2.8,3.3,sun
1200,0.0,13.9,3.3,2.4,sun
1201,0.0,17.8,3.9,3.1,sun
1202,0.0,18.9,6.1,3.6,sun
1203,0.0,18.9,8.3,3.9,sun
1204,0.0,21.1,8.3,3.6,sun
1205,0.0,22.8,7.8,2.6,sun
1206,5.6,17.2,6.7,3.4,fog
1207,0.0,15.6,5.0,2.3,sun
1208,3.0,12.2,6.7,4.1,fog
1209,3.3,12.2,6.1,5.0,fog
1210,1.3,13.3,5.6,3.0,fog
1211,0.0,15.6,4.4,2.7,fog
1212,0.3,25.0,10.6,2.3,fog
1213,1.8,15.6,8.9,4.3,fog
1214,0.0,16.1,7.2,4.7,sun
1215,0.0,17.2,7.8,2.1,sun
1216,0.0,18.3,8.9,3.7,sun
1217,0.0,18.3,7.8,3.7,sun
1218,0.0,20.6,7.8,2.6,sun
1219,0.0,17.2,7.2,5.2,sun
1220,6.1,14.4,7.2,5.1,fog
1221,0.0,16.7,7.2,2.6,fog
1222,0.0,20.6,6.1,3.0,sun
1223,0.0,23.9,8.3,3.0,sun
1224,0.0,26.7,9.4,2.6,sun
1225,0.0,19.4,11.1,2.8,sun
1226,0.0,13.9,10.0,2.5,fog
1227,4.3,15.6,10.6,3.3,fog
1228,4.1,12.2,10.0,2.8,fog
1229,0.3,17.8,9.4,2.0,fog
1230,0.0,20.0,9.4,2.8,fog
1231,0.0,15.6,11.1,3.0,sun
1232,0.0,19.4,10.6,2.1,sun
1233,0.0,25.6,12.2,3.0,sun
1234,0.0,21.7,11.7,2.6,sun
1235,0.0,23.3,10.6,1.8,fog
1236,0.0,25.6,11.7,2.1,sun
1237,0.0,16.7,11.7,3.7,sun
1238,0.0,16.1,11.7,2.6,sun
1239,0.0,17.8,11.1,2.7,sun
1240,0.0,15.6,11.1,2.7,sun
1241,0.0,21.7,11.7,2.1,sun
1242,0.0,24.4,11.7,1.8,sun
1243,0.0,27.8,12.2,2.1,sun
1244,0.0,26.1,12.8,2.5,sun
1245,0.0,22.8,10.0,2.5,sun
1246,0.0,25.0,11.7,2.2,sun
1247,4.6,16.1,11.7,3.4,fog
1248,0.5,17.8,12.8,5.0,sun
1249,0.0,20.0,11.7,3.0,sun
1250,0.0,22.8,11.7,3.9,sun
1251,0.0,26.7,12.8,4.3,sun
1252,0.0,29.4,13.3,2.6,sun
1253,0.0,31.1,15.6,3.2,sun
1254,0.0,30.6,14.4,3.5,sun
1255,0.0,28.9,14.4,2.7,sun
1256,0.0,25.6,11.1,3.0,sun
1257,0.0,24.4,11.1,3.5,sun
1258,0.0,20.0,11.7,2.3,sun
1259,0.0,23.9,9.4,2.6,sun
1260,0.0,27.8,11.7,3.7,sun
1261,0.0,30.0,16.1,3.5,drizzle
1262,0.0,22.8,11.1,3.0,sun
1263,0.0,25.0,11.1,3.1,sun
1264,0.0,24.4,13.9,3.0,sun
1265,0.5,23.9,13.3,3.2,fog
1266,0.0,25.0,12.8,4.3,sun
1267,0.0,25.6,13.9,3.4,sun
1268,0.0,25.0,12.8,2.4,sun
1269,0.0,26.1,11.7,2.4,sun
1270,0.0,25.6,16.1,2.6,sun
1271,0.0,30.6,15.6,3.0,sun
1272,0.0,31.7,17.8,4.7,sun
1273,0.0,33.3,17.2,3.9,sun
1274,0.3,28.3,18.3,2.1,sun
1275,0.0,28.9,17.2,2.7,sun
1276,0.0,30.6,15.0,3.4,fog
1277,0.0,32.2,17.2,4.3,sun
1278,0.0,33.9,17.8,3.4,sun
1279,0.0,33.3,17.8,2.6,sun
1280,0.0,33.3,15.0,2.9,sun
1281,0.0,32.8,16.7,2.1,sun
1282,0.0,29.4,15.6,3.2,drizzle
1283,0.0,27.2,13.9,2.4,sun
1284,0.0,30.0,14.4,1.9,drizzle
1285,0.0,28.9,14.4,3.4,sun
1286,0.0,21.1,16.7,3.7,sun
1287,0.0,22.2,16.7,3.0,sun
1288,0.0,26.1,16.7,2.2,sun
1289,0.0,25.6,16.1,3.1,sun
1290,0.0,27.8,16.1,3.3,sun
1291,0.0,26.1,14.4,3.2,sun
1292,0.0,26.1,15.0,2.8,sun
1293,0.0,27.8,13.9,3.3,sun
1294,0.0,33.3,17.8,3.4,sun
1295,0.0,35.0,17.2,3.3,sun
1296,0.0,26.7,16.7,3.9,sun
1297,0.0,23.9,15.0,2.4,sun
1298,0.0,23.9,13.9,2.8,sun
1299,0.0,26.1,14.4,1.9,sun
1300,0.3,22.8,13.3,3.8,fog
1301,0.0,21.1,14.4,2.4,fog
1302,2.0,22.2,13.9,2.6,fog
1303,0.0,23.3,12.2,1.9,fog
1304,0.0,27.8,13.9,3.4,sun
1305,0.0,32.2,14.4,3.8,sun
1306,0.0,34.4,17.2,3.5,sun
